Section,Siman,Commentary,Total Blocks,Translated,Pending,Percent Complete
"Yoreh De'ah",64,"Baer Hetev",16,0,16,0%
"Yoreh De'ah",64,"Be'er HaGolah",21,0,21,0%
"Yoreh De'ah",64,"Biur HaGRA",43,0,43,0%
"Yoreh De'ah",64,"kaf-hachayim",20,0,20,0%
"Yoreh De'ah",64,"kereti",19,0,19,0%
"Yoreh De'ah",64,"Mechaber and Rama",21,0,21,0%
"Yoreh De'ah",64,"Peleti",6,0,6,0%
"Yoreh De'ah",64,"Pitchei Teshuva",9,0,9,0%
"Yoreh De'ah",64,"Rabbi Akiva Eiger (YD)",7,0,7,0%
"Yoreh De'ah",64,"Siftei Kohen (Shach)",15,0,15,0%
"Yoreh De'ah",64,"Turei Zahav (Taz)",16,0,16,0%
"Yoreh De'ah",64,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",64,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",65,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",65,"Be'er HaGolah",29,0,29,0%
"Yoreh De'ah",65,"Biur HaGRA",33,0,33,0%
"Yoreh De'ah",65,"kaf-hachayim",14,0,14,0%
"Yoreh De'ah",65,"kereti",16,0,16,0%
"Yoreh De'ah",65,"Mechaber and Rama",14,0,14,0%
"Yoreh De'ah",65,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",65,"Peleti",3,0,3,0%
"Yoreh De'ah",65,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",65,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",65,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",65,"Turei Zahav (Taz)",8,0,8,0%
"Yoreh De'ah",65,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",65,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",66,"Baer Hetev",11,0,11,0%
"Yoreh De'ah",66,"Be'er HaGolah",16,0,16,0%
"Yoreh De'ah",66,"Biur HaGRA",14,0,14,0%
"Yoreh De'ah",66,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",66,"kereti",12,0,12,0%
"Yoreh De'ah",66,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",66,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",66,"Peleti",4,0,4,0%
"Yoreh De'ah",66,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",66,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",66,"Siftei Kohen (Shach)",16,0,16,0%
"Yoreh De'ah",66,"Turei Zahav (Taz)",6,0,6,0%
"Yoreh De'ah",66,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",66,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",67,"Baer Hetev",9,0,9,0%
"Yoreh De'ah",67,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",67,"Biur HaGRA",10,0,10,0%
"Yoreh De'ah",67,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",67,"kereti",13,0,13,0%
"Yoreh De'ah",67,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",67,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",67,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",67,"Peleti",3,0,3,0%
"Yoreh De'ah",67,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",67,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",67,"Siftei Kohen (Shach)",13,0,13,0%
"Yoreh De'ah",67,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",68,"Baer Hetev",24,0,24,0%
"Yoreh De'ah",68,"Be'er HaGolah",15,0,15,0%
"Yoreh De'ah",68,"Biur HaGRA",40,0,40,0%
"Yoreh De'ah",68,"kaf-hachayim",15,0,15,0%
"Yoreh De'ah",68,"kereti",22,0,22,0%
"Yoreh De'ah",68,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",68,"Mechaber and Rama",15,0,15,0%
"Yoreh De'ah",68,"Peleti",2,0,2,0%
"Yoreh De'ah",68,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",68,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",68,"Siftei Kohen (Shach)",35,0,35,0%
"Yoreh De'ah",68,"Turei Zahav (Taz)",9,0,9,0%
"Yoreh De'ah",68,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",68,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",69,"Baer Hetev",74,0,74,0%
"Yoreh De'ah",69,"Be'er HaGolah",21,0,21,0%
"Yoreh De'ah",69,"Biur HaGRA",87,0,87,0%
"Yoreh De'ah",69,"kaf-hachayim",21,0,21,0%
"Yoreh De'ah",69,"kereti",63,0,63,0%
"Yoreh De'ah",69,"mateh-yehonatan",14,0,14,0%
"Yoreh De'ah",69,"Mechaber and Rama",21,0,21,0%
"Yoreh De'ah",69,"nekudot-hakesef",14,0,14,0%
"Yoreh De'ah",69,"Peleti",22,0,22,0%
"Yoreh De'ah",69,"Pitchei Teshuva",21,0,21,0%
"Yoreh De'ah",69,"Rabbi Akiva Eiger (YD)",21,0,21,0%
"Yoreh De'ah",69,"Siftei Kohen (Shach)",93,0,93,0%
"Yoreh De'ah",69,"Turei Zahav (Taz)",54,0,54,0%
"Yoreh De'ah",69,"Yad Avraham",15,0,15,0%
"Yoreh De'ah",69,"Yad Ephraim",19,0,19,0%
"Yoreh De'ah",70,"Baer Hetev",35,0,35,0%
"Yoreh De'ah",70,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",70,"Biur HaGRA",43,0,43,0%
"Yoreh De'ah",70,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",70,"kereti",6,0,6,0%
"Yoreh De'ah",70,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",70,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",70,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",70,"Peleti",5,0,5,0%
"Yoreh De'ah",70,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",70,"Rabbi Akiva Eiger (YD)",6,0,6,0%
"Yoreh De'ah",70,"Siftei Kohen (Shach)",50,0,50,0%
"Yoreh De'ah",70,"Turei Zahav (Taz)",20,0,20,0%
"Yoreh De'ah",70,"Yad Avraham",6,0,6,0%
"Yoreh De'ah",70,"Yad Ephraim",6,0,6,0%
"Yoreh De'ah",71,"Baer Hetev",9,0,9,0%
"Yoreh De'ah",71,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",71,"Biur HaGRA",16,0,16,0%
"Yoreh De'ah",71,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",71,"kereti",6,0,6,0%
"Yoreh De'ah",71,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",71,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",71,"Peleti",3,0,3,0%
"Yoreh De'ah",71,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",71,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",71,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",71,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",71,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",71,"Yad Ephraim",2,0,2,0%
"Yoreh De'ah",72,"Baer Hetev",15,0,15,0%
"Yoreh De'ah",72,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",72,"Biur HaGRA",19,0,19,0%
"Yoreh De'ah",72,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",72,"kereti",12,0,12,0%
"Yoreh De'ah",72,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",72,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",72,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",72,"Peleti",3,0,3,0%
"Yoreh De'ah",72,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",72,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",72,"Siftei Kohen (Shach)",20,0,20,0%
"Yoreh De'ah",72,"Turei Zahav (Taz)",10,0,10,0%
"Yoreh De'ah",72,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",72,"Yad Ephraim",4,0,4,0%
"Yoreh De'ah",73,"Baer Hetev",22,0,22,0%
"Yoreh De'ah",73,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",73,"Biur HaGRA",28,0,28,0%
"Yoreh De'ah",73,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",73,"kereti",6,0,6,0%
"Yoreh De'ah",73,"mateh-yehonatan",2,0,2,0%
"Yoreh De'ah",73,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",73,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",73,"Peleti",5,0,5,0%
"Yoreh De'ah",73,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",73,"Rabbi Akiva Eiger (YD)",3,0,3,0%
"Yoreh De'ah",73,"Siftei Kohen (Shach)",26,0,26,0%
"Yoreh De'ah",73,"Turei Zahav (Taz)",9,0,9,0%
"Yoreh De'ah",73,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",73,"Yad Ephraim",4,0,4,0%
"Yoreh De'ah",74,"Baer Hetev",1,0,1,0%
"Yoreh De'ah",74,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",74,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",74,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",74,"kereti",3,0,3,0%
"Yoreh De'ah",74,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",74,"Peleti",1,0,1,0%
"Yoreh De'ah",74,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",74,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",74,"Siftei Kohen (Shach)",5,0,5,0%
"Yoreh De'ah",74,"Turei Zahav (Taz)",1,0,1,0%
"Yoreh De'ah",75,"Baer Hetev",9,0,9,0%
"Yoreh De'ah",75,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",75,"Biur HaGRA",10,0,10,0%
"Yoreh De'ah",75,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",75,"kereti",8,0,8,0%
"Yoreh De'ah",75,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",75,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",75,"Peleti",1,0,1,0%
"Yoreh De'ah",75,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",75,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",75,"Siftei Kohen (Shach)",13,0,13,0%
"Yoreh De'ah",75,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",75,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",75,"Yad Ephraim",3,0,3,0%
"Yoreh De'ah",76,"Baer Hetev",20,0,20,0%
"Yoreh De'ah",76,"Be'er HaGolah",6,0,6,0%
"Yoreh De'ah",76,"Biur HaGRA",18,0,18,0%
"Yoreh De'ah",76,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",76,"kereti",16,0,16,0%
"Yoreh De'ah",76,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",76,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",76,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",76,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",76,"Siftei Kohen (Shach)",25,0,25,0%
"Yoreh De'ah",76,"Turei Zahav (Taz)",11,0,11,0%
"Yoreh De'ah",76,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",76,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",77,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",77,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",77,"Biur HaGRA",7,0,7,0%
"Yoreh De'ah",77,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",77,"kereti",3,0,3,0%
"Yoreh De'ah",77,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",77,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",77,"Peleti",1,0,1,0%
"Yoreh De'ah",77,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",77,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",77,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",77,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",78,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",78,"Be'er HaGolah",2,0,2,0%
"Yoreh De'ah",78,"Biur HaGRA",4,0,4,0%
"Yoreh De'ah",78,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",78,"kereti",4,0,4,0%
"Yoreh De'ah",78,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",78,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",78,"Siftei Kohen (Shach)",2,0,2,0%
"Yoreh De'ah",78,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",79,"Baer Hetev",7,0,7,0%
"Yoreh De'ah",79,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",79,"Biur HaGRA",5,0,5,0%
"Yoreh De'ah",79,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",79,"kereti",7,0,7,0%
"Yoreh De'ah",79,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",79,"Peleti",2,0,2,0%
"Yoreh De'ah",79,"Pitchei Teshuva",3,0,3,0%
"Yoreh De'ah",79,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",79,"Turei Zahav (Taz)",5,0,5,0%
"Yoreh De'ah",79,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",80,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",80,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",80,"Biur HaGRA",11,0,11,0%
"Yoreh De'ah",80,"kaf-hachayim",6,0,6,0%
"Yoreh De'ah",80,"kereti",5,0,5,0%
"Yoreh De'ah",80,"Mechaber and Rama",6,0,6,0%
"Yoreh De'ah",80,"Peleti",2,0,2,0%
"Yoreh De'ah",80,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",80,"Siftei Kohen (Shach)",4,0,4,0%
"Yoreh De'ah",80,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",81,"Baer Hetev",20,0,20,0%
"Yoreh De'ah",81,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",81,"Biur HaGRA",35,0,35,0%
"Yoreh De'ah",81,"kaf-hachayim",9,0,9,0%
"Yoreh De'ah",81,"kereti",15,0,15,0%
"Yoreh De'ah",81,"Mechaber and Rama",9,0,9,0%
"Yoreh De'ah",81,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",81,"Peleti",8,0,8,0%
"Yoreh De'ah",81,"Pitchei Teshuva",9,0,9,0%
"Yoreh De'ah",81,"Rabbi Akiva Eiger (YD)",2,0,2,0%
"Yoreh De'ah",81,"Siftei Kohen (Shach)",27,0,27,0%
"Yoreh De'ah",81,"Turei Zahav (Taz)",12,0,12,0%
"Yoreh De'ah",81,"Yad Avraham",6,0,6,0%
"Yoreh De'ah",82,"Baer Hetev",10,0,10,0%
"Yoreh De'ah",82,"Be'er HaGolah",5,0,5,0%
"Yoreh De'ah",82,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",82,"kaf-hachayim",5,0,5,0%
"Yoreh De'ah",82,"kereti",5,0,5,0%
"Yoreh De'ah",82,"Mechaber and Rama",5,0,5,0%
"Yoreh De'ah",82,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",82,"Peleti",4,0,4,0%
"Yoreh De'ah",82,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",82,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",82,"Siftei Kohen (Shach)",11,0,11,0%
"Yoreh De'ah",82,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",82,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",83,"Baer Hetev",23,0,23,0%
"Yoreh De'ah",83,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",83,"Biur HaGRA",33,0,33,0%
"Yoreh De'ah",83,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",83,"kereti",23,0,23,0%
"Yoreh De'ah",83,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",83,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",83,"Peleti",7,0,7,0%
"Yoreh De'ah",83,"Pitchei Teshuva",6,0,6,0%
"Yoreh De'ah",83,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",83,"Siftei Kohen (Shach)",31,0,31,0%
"Yoreh De'ah",83,"Turei Zahav (Taz)",14,0,14,0%
"Yoreh De'ah",83,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",84,"Baer Hetev",37,0,37,0%
"Yoreh De'ah",84,"Be'er HaGolah",17,0,17,0%
"Yoreh De'ah",84,"Biur HaGRA",48,0,48,0%
"Yoreh De'ah",84,"kaf-hachayim",17,0,17,0%
"Yoreh De'ah",84,"kereti",24,0,24,0%
"Yoreh De'ah",84,"Mechaber and Rama",17,0,17,0%
"Yoreh De'ah",84,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",84,"Peleti",8,0,8,0%
"Yoreh De'ah",84,"Pitchei Teshuva",13,0,13,0%
"Yoreh De'ah",84,"Rabbi Akiva Eiger (YD)",5,0,5,0%
"Yoreh De'ah",84,"Siftei Kohen (Shach)",49,0,49,0%
"Yoreh De'ah",84,"Turei Zahav (Taz)",24,0,24,0%
"Yoreh De'ah",84,"Yad Avraham",5,0,5,0%
"Yoreh De'ah",84,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",85,"Baer Hetev",4,0,4,0%
"Yoreh De'ah",85,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",85,"Biur HaGRA",2,0,2,0%
"Yoreh De'ah",85,"kaf-hachayim",3,0,3,0%
"Yoreh De'ah",85,"kereti",4,0,4,0%
"Yoreh De'ah",85,"Mechaber and Rama",3,0,3,0%
"Yoreh De'ah",85,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",85,"Siftei Kohen (Shach)",4,0,4,0%
"Yoreh De'ah",85,"Turei Zahav (Taz)",3,0,3,0%
"Yoreh De'ah",85,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",86,"Baer Hetev",19,0,19,0%
"Yoreh De'ah",86,"Be'er HaGolah",10,0,10,0%
"Yoreh De'ah",86,"Biur HaGRA",13,0,13,0%
"Yoreh De'ah",86,"kaf-hachayim",10,0,10,0%
"Yoreh De'ah",86,"kereti",19,0,19,0%
"Yoreh De'ah",86,"Mechaber and Rama",10,0,10,0%
"Yoreh De'ah",86,"nekudot-hakesef",5,0,5,0%
"Yoreh De'ah",86,"Peleti",10,0,10,0%
"Yoreh De'ah",86,"Pitchei Teshuva",7,0,7,0%
"Yoreh De'ah",86,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",86,"Siftei Kohen (Shach)",31,0,31,0%
"Yoreh De'ah",86,"Turei Zahav (Taz)",16,0,16,0%
"Yoreh De'ah",86,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",87,"Baer Hetev",30,0,30,0%
"Yoreh De'ah",87,"Be'er HaGolah",11,0,11,0%
"Yoreh De'ah",87,"Biur HaGRA",31,0,31,0%
"Yoreh De'ah",87,"kaf-hachayim",11,0,11,0%
"Yoreh De'ah",87,"kereti",25,0,25,0%
"Yoreh De'ah",87,"mateh-yehonatan",11,0,11,0%
"Yoreh De'ah",87,"Mechaber and Rama",11,0,11,0%
"Yoreh De'ah",87,"nekudot-hakesef",6,0,6,0%
"Yoreh De'ah",87,"Peleti",21,0,21,0%
"Yoreh De'ah",87,"Pitchei Teshuva",11,0,11,0%
"Yoreh De'ah",87,"Rabbi Akiva Eiger (YD)",11,0,11,0%
"Yoreh De'ah",87,"Siftei Kohen (Shach)",36,0,36,0%
"Yoreh De'ah",87,"Turei Zahav (Taz)",13,0,13,0%
"Yoreh De'ah",87,"Yad Avraham",11,0,11,0%
"Yoreh De'ah",87,"Yad Ephraim",11,0,11,0%
"Yoreh De'ah",88,"Baer Hetev",5,0,5,0%
"Yoreh De'ah",88,"Be'er HaGolah",3,0,3,0%
"Yoreh De'ah",88,"Biur HaGRA",3,0,3,0%
"Yoreh De'ah",88,"kaf-hachayim",2,0,2,0%
"Yoreh De'ah",88,"kereti",4,0,4,0%
"Yoreh De'ah",88,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",88,"Mechaber and Rama",2,0,2,0%
"Yoreh De'ah",88,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",88,"Peleti",2,0,2,0%
"Yoreh De'ah",88,"Pitchei Teshuva",2,0,2,0%
"Yoreh De'ah",88,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",88,"Siftei Kohen (Shach)",8,0,8,0%
"Yoreh De'ah",88,"Turei Zahav (Taz)",4,0,4,0%
"Yoreh De'ah",88,"Yad Avraham",2,0,2,0%
"Yoreh De'ah",88,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",89,"Baer Hetev",15,0,15,0%
"Yoreh De'ah",89,"Be'er HaGolah",17,0,17,0%
"Yoreh De'ah",89,"Biur HaGRA",21,0,21,0%
"Yoreh De'ah",89,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",89,"kereti",16,0,16,0%
"Yoreh De'ah",89,"mateh-yehonatan",3,0,3,0%
"Yoreh De'ah",89,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",89,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",89,"Peleti",6,0,6,0%
"Yoreh De'ah",89,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",89,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",89,"Siftei Kohen (Shach)",22,0,22,0%
"Yoreh De'ah",89,"Turei Zahav (Taz)",7,0,7,0%
"Yoreh De'ah",89,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",89,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",90,"Baer Hetev",26,0,26,0%
"Yoreh De'ah",90,"Be'er HaGolah",4,0,4,0%
"Yoreh De'ah",90,"Biur HaGRA",35,0,35,0%
"Yoreh De'ah",90,"kaf-hachayim",4,0,4,0%
"Yoreh De'ah",90,"kereti",10,0,10,0%
"Yoreh De'ah",90,"mateh-yehonatan",3,0,3,0%
"Yoreh De'ah",90,"Mechaber and Rama",4,0,4,0%
"Yoreh De'ah",90,"nekudot-hakesef",2,0,2,0%
"Yoreh De'ah",90,"Peleti",6,0,6,0%
"Yoreh De'ah",90,"Pitchei Teshuva",4,0,4,0%
"Yoreh De'ah",90,"Rabbi Akiva Eiger (YD)",4,0,4,0%
"Yoreh De'ah",90,"Siftei Kohen (Shach)",28,0,28,0%
"Yoreh De'ah",90,"Turei Zahav (Taz)",13,0,13,0%
"Yoreh De'ah",90,"Yad Avraham",4,0,4,0%
"Yoreh De'ah",91,"Baer Hetev",22,0,22,0%
"Yoreh De'ah",91,"Be'er HaGolah",14,0,14,0%
"Yoreh De'ah",91,"Biur HaGRA",19,0,19,0%
"Yoreh De'ah",91,"kaf-hachayim",8,0,8,0%
"Yoreh De'ah",91,"kereti",14,0,14,0%
"Yoreh De'ah",91,"mateh-yehonatan",3,0,3,0%
"Yoreh De'ah",91,"Mechaber and Rama",8,0,8,0%
"Yoreh De'ah",91,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",91,"Peleti",7,0,7,0%
"Yoreh De'ah",91,"Pitchei Teshuva",8,0,8,0%
"Yoreh De'ah",91,"Rabbi Akiva Eiger (YD)",8,0,8,0%
"Yoreh De'ah",91,"Siftei Kohen (Shach)",27,0,27,0%
"Yoreh De'ah",91,"Turei Zahav (Taz)",12,0,12,0%
"Yoreh De'ah",91,"Yad Avraham",3,0,3,0%
"Yoreh De'ah",91,"Yad Ephraim",5,0,5,0%
"Yoreh De'ah",92,"Baer Hetev",31,0,31,0%
"Yoreh De'ah",92,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",92,"Biur HaGRA",43,0,43,0%
"Yoreh De'ah",92,"kaf-hachayim",9,0,9,0%
"Yoreh De'ah",92,"kereti",32,0,32,0%
"Yoreh De'ah",92,"mateh-yehonatan",8,0,8,0%
"Yoreh De'ah",92,"Mechaber and Rama",9,0,9,0%
"Yoreh De'ah",92,"nekudot-hakesef",8,0,8,0%
"Yoreh De'ah",92,"Peleti",14,0,14,0%
"Yoreh De'ah",92,"Pitchei Teshuva",8,0,8,0%
"Yoreh De'ah",92,"Rabbi Akiva Eiger (YD)",9,0,9,0%
"Yoreh De'ah",92,"Siftei Kohen (Shach)",38,0,38,0%
"Yoreh De'ah",92,"Turei Zahav (Taz)",30,0,30,0%
"Yoreh De'ah",92,"Yad Avraham",9,0,9,0%
"Yoreh De'ah",92,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",93,"Baer Hetev",6,0,6,0%
"Yoreh De'ah",93,"Be'er HaGolah",1,0,1,0%
"Yoreh De'ah",93,"Biur HaGRA",9,0,9,0%
"Yoreh De'ah",93,"kaf-hachayim",1,0,1,0%
"Yoreh De'ah",93,"kereti",1,0,1,0%
"Yoreh De'ah",93,"mateh-yehonatan",1,0,1,0%
"Yoreh De'ah",93,"Mechaber and Rama",1,0,1,0%
"Yoreh De'ah",93,"nekudot-hakesef",1,0,1,0%
"Yoreh De'ah",93,"Peleti",1,0,1,0%
"Yoreh De'ah",93,"Pitchei Teshuva",1,0,1,0%
"Yoreh De'ah",93,"Rabbi Akiva Eiger (YD)",1,0,1,0%
"Yoreh De'ah",93,"Siftei Kohen (Shach)",6,0,6,0%
"Yoreh De'ah",93,"Turei Zahav (Taz)",2,0,2,0%
"Yoreh De'ah",93,"Yad Avraham",1,0,1,0%
"Yoreh De'ah",94,"Baer Hetev",26,0,26,0%
"Yoreh De'ah",94,"Be'er HaGolah",9,0,9,0%
"Yoreh De'ah",94,"Biur HaGRA",30,0,30,0%
"Yoreh De'ah",94,"kaf-hachayim",9,0,9,0%
"Yoreh De'ah",94,"kereti",26,0,26,0%
"Yoreh De'ah",94,"mateh-yehonatan",7,0,7,0%
"Yoreh De'ah",94,"Mechaber and Rama",9,0,9,0%
"Yoreh De'ah",94,"nekudot-hakesef",4,0,4,0%
"Yoreh De'ah",94,"Peleti",11,0,11,0%
"Yoreh De'ah",94,"Pitchei Teshuva",7,0,7,0%
"Yoreh De'ah",94,"Rabbi Akiva Eiger (YD)",9,0,9,0%
"Yoreh De'ah",94,"Siftei Kohen (Shach)",34,0,34,0%
"Yoreh De'ah",94,"Turei Zahav (Taz)",17,0,17,0%
"Yoreh De'ah",94,"Yad Avraham",9,0,9,0%
"Yoreh De'ah",94,"Yad Ephraim",1,0,1,0%
"Yoreh De'ah",95,"Baer Hetev",22,0,22,0%
"Yoreh De'ah",95,"Be'er HaGolah",7,0,7,0%
"Yoreh De'ah",95,"Biur HaGRA",29,0,29,0%
"Yoreh De'ah",95,"kaf-hachayim",7,0,7,0%
"Yoreh De'ah",95,"kereti",7,0,7,0%
"Yoreh De'ah",95,"mateh-yehonatan",5,0,5,0%
"Yoreh De'ah",95,"Mechaber and Rama",7,0,7,0%
"Yoreh De'ah",95,"nekudot-hakesef",3,0,3,0%
"Yoreh De'ah",95,"Peleti",4,0,4,0%
